21-Nov-16,0
22-Nov-16,0
23-Nov-16,0
24-Nov-16,0
25-Nov-16,0
26-Nov-16,0
27-Nov-16,0
28-Nov-16,0
29-Nov-16,0
30-Nov-16,0
01-Dec-16,0
02-Dec-16,0
03-Dec-16,0
04-Dec-16,0
05-Dec-16,0
06-Dec-16,0
07-Dec-16,0
08-Dec-16,0
09-Dec-16,0
10-Dec-16,0
11-Dec-16,0
12-Dec-16,0
13-Dec-16,0
14-Dec-16,0
15-Dec-16,0
16-Dec-16,0
17-Dec-16,0
18-Dec-16,0
19-Dec-16,0
20-Dec-16,0
21-Dec-16,0
22-Dec-16,0
23-Dec-16,0
24-Dec-16,0
25-Dec-16,0
26-Dec-16,0
27-Dec-16,0
28-Dec-16,0
29-Dec-16,0
30-Dec-16,0
31-Dec-16,0
01-Jan-17,0
02-Jan-17,0
03-Jan-17,0
04-Jan-17,0
05-Jan-17,0
06-Jan-17,0
07-Jan-17,0
08-Jan-17,0
09-Jan-17,0
10-Jan-17,0
11-Jan-17,0
12-Jan-17,0
13-Jan-17,0
14-Jan-17,0
15-Jan-17,0
16-Jan-17,0
17-Jan-17,0
18-Jan-17,0
19-Jan-17,0
20-Jan-17,0
21-Jan-17,0
22-Jan-17,0
23-Jan-17,0
24-Jan-17,0
25-Jan-17,0
26-Jan-17,0
27-Jan-17,0
28-Jan-17,1.2
29-Jan-17,0
30-Jan-17,0
31-Jan-17,0
01-Feb-17,0
02-Feb-17,0
03-Feb-17,0
04-Feb-17,0
05-Feb-17,0
06-Feb-17,0
07-Feb-17,0
08-Feb-17,0
09-Feb-17,0
10-Feb-17,0
11-Feb-17,0
12-Feb-17,0
13-Feb-17,0
14-Feb-17,0
15-Feb-17,0
16-Feb-17,0
17-Feb-17,0
18-Feb-17,0
19-Feb-17,0
20-Feb-17,0
21-Feb-17,0
22-Feb-17,0
23-Feb-17,0
24-Feb-17,0
25-Feb-17,0
26-Feb-17,0
27-Feb-17,0
28-Feb-17,0
01-Mar-17,0
02-Mar-17,0
03-Mar-17,0
04-Mar-17,0
05-Mar-17,0
06-Mar-17,0
07-Mar-17,0
08-Mar-17,0
09-Mar-17,0
10-Mar-17,1
11-Mar-17,0
12-Mar-17,0
13-Mar-17,3.6
14-Mar-17,0
15-Mar-17,0
16-Mar-17,0
17-Mar-17,0.2
18-Mar-17,0.4
19-Mar-17,0
20-Mar-17,0
